customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
23BD7D0A-GH,Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.21,664.2,Yes
F266D0FF-EF,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,25.18,201.44,Yes
B1EC0A4D-EF,Male,1,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.86,5450.2,No
8A3D5300-GH,Female,1,No,Yes,59,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,58.92,3476.28,No
D63E7615-EF,Female,1,No,No,20,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),117.23,2344.6,Yes
87AB0F1A-AB,Female,1,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.62,2855.68,Yes
B806D49F-GH,Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,84.13,757.17,Yes
1E2BCE58-EF,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,85.89,5153.4,No
4C7EA8D0-EF,Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.75,5508.0,Yes
A1B4C279-EF,Male,0,Yes,Yes,48,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,70.06,3362.88,No
682A2AFC-GH,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,51.96,415.68,No
3139F0EF-GH,Male,1,No,Yes,28,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,108.77,3045.56,Yes
01CB3A65-CD,Female,1,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),58.15,3547.15,Yes
8F80B32A-CD,Female,1,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,100.48,3315.84,No
C98453B4-GH,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),83.02,3652.88,No
012BDE3E-AB,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,110.57,110.57,Yes
409B0ED7-EF,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),111.84,671.04,No
2A7BD979-AB,Male,1,No,No,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),31.76,1143.36,Yes
F64B7649-EF,Female,1,Yes,Yes,9,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,65.2,586.8,No
2F54C350-GH,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),114.15,1826.4,Yes
1D0B337D-CD,Female,1,No,No,8,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),32.19,257.52,Yes
685A6926-CD,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.97,4257.87,Yes
DE984E8E-GH,Male,0,No,Yes,23,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,34.71,798.33,No
DE4DA713-AB,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),20.32,1239.52,Yes
AF77DEA6-EF,Female,1,No,No,8,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,30.61,244.88,No
3F071BA8-AB,Male,1,No,No,28,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),62.07,1737.96,Yes
F17C58F8-CD,Female,0,Yes,Yes,29,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,115.99,3363.71,Yes
EDE102A2-CD,Male,0,Yes,No,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),79.94,2318.26,Yes
3BCCCBF8-CD,Female,1,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.38,2602.8,Yes
C2FEC47D-AB,Male,1,Yes,No,5,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),69.04,345.2,Yes
97ADA556-GH,Female,1,No,Yes,66,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,72.98,4816.68,Yes
8FD0B0F0-GH,Female,1,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,106.4,7554.4,Yes
93417319-EF,Male,1,No,Yes,47,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,59.46,2794.62,No
644FDB44-GH,Female,0,No,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,105.46,4640.24,Yes
2D14B219-GH,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,43.9,1668.2,No
CFEDEF3F-CD,Male,1,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.17,2175.69,No
C4A665E6-AB,Male,1,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.1,1739.1,No
2126A835-AB,Female,1,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,64.51,4515.7,Yes
2D13F1CC-GH,Female,0,Yes,No,30,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),79.85,2395.5,No
4CCF3594-AB,Female,1,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),82.41,1153.74,Yes
4113CAE1-CD,Female,1,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.0,6177.0,No
D179E3F7-AB,Female,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,69.78,4535.7,No
A442AF98-EF,Female,1,Yes,Yes,21,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.08,1450.68,Yes
1DD4439B-CD,Female,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),88.9,4622.8,No
8595B7C4-AB,Female,0,Yes,Yes,48,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),33.36,1601.28,No
31F2858F-GH,Female,1,Yes,Yes,55,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,83.76,4606.8,Yes
4A44FBD1-AB,Male,1,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),72.53,3263.85,Yes
3639C517-EF,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.71,433.62,Yes
8563B181-EF,Male,1,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,47.75,286.5,No
ACEDC348-EF,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),54.46,871.36,No
A99B8356-CD,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),91.66,4766.32,Yes
246F6F2E-GH,Female,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),37.86,1022.22,No
C56786F6-AB,Male,1,Yes,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,67.73,4402.45,No
98D0E935-CD,Male,0,No,Yes,17,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,44.3,753.1,No
1FBF5C3C-GH,Female,1,No,No,72,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.63,7029.36,Yes
894A83EB-AB,Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,75.9,3795.0,Yes
9465F7FC-EF,Female,0,Yes,No,53,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,20.97,1111.41,Yes
21E76E27-CD,Male,0,No,Yes,38,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),44.2,1679.6,No
0544F7EA-AB,Female,0,No,Yes,20,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),101.15,2023.0,No
2B397CFE-CD,Male,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.02,3451.38,Yes
F68E8C98-CD,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,61.68,2528.88,No
99DFB9E7-EF,Female,0,Yes,No,72,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.95,5468.4,Yes
611004B5-CD,Female,1,No,No,4,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),42.0,168.0,No
8B22D627-EF,Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),64.16,2053.12,No
4971FE30-EF,Male,1,No,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,72.83,946.79,Yes
74CEBECC-CD,Female,0,No,Yes,67,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),100.66,6744.22,Yes
5802B93F-EF,Female,0,Yes,No,51,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),27.61,1408.11,Yes
4F7ED8FD-GH,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,118.53,5333.85,Yes
66DA8833-EF,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.83,1235.43,No
9A3145F4-CD,Male,0,Yes,Yes,23,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),96.81,2226.63,No
691C8438-CD,Male,1,Yes,Yes,5,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),42.84,214.2,No
5BDC43F4-AB,Male,1,No,Yes,3,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),91.07,273.21,Yes
7A7A5A46-EF,Male,1,No,No,65,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,20.8,1352.0,Yes
6B27A17E-EF,Female,1,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),70.5,4018.5,No
30C72D0F-AB,Female,1,No,Yes,71,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.72,5163.12,Yes
9DE0BE67-GH,Male,1,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.22,455.5,No
29DC09F4-CD,Male,1,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.9,2319.3,No
F8A79F46-GH,Female,0,Yes,No,60,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),87.5,5250.0,No
14B8BB30-CD,Female,1,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),116.14,4064.9,Yes
34309246-GH,Female,1,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.74,477.02,No
71B4F9F5-GH,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,74.3,817.3,No
ABDFB9B3-CD,Female,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,73.22,4905.74,No
B88BF8C6-GH,Male,1,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),112.19,5833.88,Yes
C918DD2B-CD,Male,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),40.24,2494.88,No
E1440BF2-GH,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,33.73,1214.28,No
5296AE05-CD,Female,1,No,Yes,17,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.15,1141.55,Yes
539CC976-EF,Male,1,Yes,Yes,55,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.9,3019.5,Yes
6134A207-CD,Female,0,Yes,Yes,39,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),85.55,3336.45,No
5E4E89E1-CD,Female,1,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.97,2273.05,Yes
52A0DEF6-CD,Female,1,No,No,23,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),82.27,1892.21,Yes
E84380EC-AB,Male,1,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),52.01,520.1,Yes
8C9930DD-AB,Female,1,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),105.66,6656.58,No
B3193E6D-GH,Male,1,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,73.0,292.0,Yes
19692092-AB,Male,1,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,45.78,824.04,No
CB51FFF8-AB,Female,1,No,Yes,29,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),45.82,1328.78,No
CF893C46-CD,Male,1,Yes,Yes,36,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.79,2512.44,Yes
7151AEC3-AB,Male,0,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),55.74,1337.76,Yes
8A10A04F-AB,Female,1,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,21.32,1151.28,No
6A71041C-GH,Male,1,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),56.83,2614.18,No
F972FFEF-GH,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),58.23,3784.95,No
CF0FABAB-AB,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.28,750.36,No
AD7DC37E-AB,Male,1,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),110.38,6622.8,Yes
7733D7D8-GH,Female,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.86,2085.26,No
8E2B569F-AB,Male,0,Yes,Yes,61,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),103.54,6315.94,Yes
BBED8B60-CD,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.19,1181.61,Yes
29F200F1-EF,Male,1,No,Yes,29,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),105.07,3047.03,Yes
16E9BB0F-AB,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),117.29,1055.61,Yes
D9C6D04A-CD,Female,0,No,Yes,41,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),57.75,2367.75,Yes
E7585B83-AB,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.9,5118.3,Yes
D47D9FEB-CD,Female,1,No,No,27,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),111.34,3006.18,Yes
2DB7953D-EF,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),92.85,928.5,No
2ACA5B09-EF,Female,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,68.51,205.53,No
522258C1-AB,Male,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.43,2852.19,Yes
A3C266DD-CD,Male,1,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.21,2125.44,No
5691C81A-GH,Female,0,Yes,Yes,16,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.1,1505.6,Yes
65843B61-GH,Male,0,No,No,48,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,81.27,3900.96,No
4FC27CEE-GH,Female,1,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,61.81,2905.07,Yes
979D7821-EF,Female,1,Yes,Yes,60,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),34.78,2086.8,No
64694354-AB,Female,0,No,No,47,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),52.38,2461.86,No
EBA49B8F-GH,Male,0,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),88.51,4691.03,No
8D0D3A08-CD,Male,0,No,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.09,904.05,No
5FC0BC35-CD,Female,0,Yes,Yes,40,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,87.93,3517.2,No
540BBDD8-EF,Male,1,Yes,Yes,71,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,44.91,3188.61,Yes
23AF5296-AB,Male,1,No,Yes,15,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.27,1234.05,No
FAD1D524-EF,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),72.82,2111.78,No
65291643-GH,Male,1,Yes,No,38,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),25.67,975.46,Yes
ED4F5F9B-AB,Female,1,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),119.81,1078.29,Yes
C9801AE8-EF,Female,1,No,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,43.65,261.9,No
A3D39262-AB,Male,0,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.87,2329.59,Yes
169B727D-CD,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.9,2193.9,No
97F006BE-GH,Male,1,No,Yes,33,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,51.49,1699.17,Yes
A5E4932C-EF,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),114.09,7073.58,Yes
FDAFD973-GH,Male,1,Yes,Yes,51,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),99.01,5049.51,No
57B0FF4B-GH,Female,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.44,1578.96,Yes
E9FDB473-CD,Male,1,No,No,36,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),43.7,1573.2,No
EC75DEBF-CD,Male,0,Yes,Yes,44,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),95.95,4221.8,No
33E2640D-CD,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,68.19,1636.56,No
C3540366-GH,Male,1,Yes,No,33,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),61.17,2018.61,Yes
79A3CD68-EF,Male,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),62.1,4160.7,No
014E90F3-CD,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,46.88,2812.8,No
B05D0B37-GH,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,93.69,93.69,No
AFB1502A-AB,Male,0,No,Yes,11,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,114.39,1258.29,No
F6D1BF45-EF,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.83,746.13,Yes
FEA06110-EF,Male,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),95.34,858.06,No
F30219E5-CD,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),60.89,2679.16,Yes
54422C06-GH,Male,0,No,No,41,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,116.58,4779.78,No
FEE7B044-AB,Male,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,38.18,954.5,Yes
DF5BCD34-EF,Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,35.81,572.96,Yes
BABAF28C-EF,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),105.69,1479.66,Yes
024CDA3E-CD,Male,0,Yes,No,60,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),20.2,1212.0,No
BADCD0A3-EF,Female,1,No,No,56,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,57.53,3221.68,Yes
10B0B090-EF,Female,1,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),23.36,443.84,Yes
5620FDEC-GH,Male,0,Yes,Yes,26,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),86.49,2248.74,No
5D195F3C-AB,Male,1,No,Yes,61,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),66.46,4054.06,No
E4645EC5-EF,Male,1,No,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,70.56,4868.64,Yes
5BE7479C-GH,Female,1,Yes,No,6,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,32.2,193.2,Yes
255FFB8D-AB,Female,0,No,Yes,6,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),21.54,129.24,Yes
07E884B8-CD,Female,1,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.66,5733.0,No
E61EC5CC-GH,Female,0,Yes,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.11,1350.16,Yes
370770FE-GH,Male,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,115.35,5421.45,No
7E10DD8C-CD,Female,1,Yes,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,81.07,243.21,No
91A6BB32-GH,Male,1,Yes,No,6,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.87,215.22,Yes
203BF4D1-CD,Female,0,No,No,56,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),80.64,4515.84,No
09559D0B-CD,Male,1,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),86.76,1127.88,Yes
DECDCAB5-CD,Female,0,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),58.65,1642.2,Yes
